ID,TestName,Status,Type,US_ID,TC_ID,Artifact,ExecutionTime
387,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_200407.json",2025-09-25 20:04:07
388,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_200407.json",2025-09-25 20:04:07
389,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_200407.json",2025-09-25 20:04:07
390,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_200407.json",2025-09-25 20:04:07
391,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_20250925_200409.png",2025-09-25 20:04:10
392,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_200410.png",2025-09-25 20:04:10
393,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_200410.png",2025-09-25 20:04:10
394,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_200410.png",2025-09-25 20:04:10
395,testConfirmationPage,FAIL,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_200411.png",2025-09-25 20:04:11
396,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_20250925_200411.png",2025-09-25 20:04:11
397,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_200411.png",2025-09-25 20:04:11
398,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_200412.png",2025-09-25 20:04:12
399,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_200412.png",2025-09-25 20:04:12
400,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_200413.png",2025-09-25 20:04:13
401,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_200957.json",2025-09-25 20:10:00
402,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_201001.json",2025-09-25 20:10:01
403,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_201001.json",2025-09-25 20:10:01
404,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_201001.json",2025-09-25 20:10:01
405,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_201001.json",2025-09-25 20:10:01
406,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_201001.json",2025-09-25 20:10:01
407,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_201001.json",2025-09-25 20:10:01
408,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_201001.json",2025-09-25 20:10:01
409,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_201001.json",2025-09-25 20:10:01
410,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_201001.json",2025-09-25 20:10:01
411,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_201002.png",2025-09-25 20:10:02
412,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_20250925_201002.png",2025-09-25 20:10:02
413,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_20250925_201002.png",2025-09-25 20:10:02
414,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_201002.png",2025-09-25 20:10:02
415,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_201003.png",2025-09-25 20:10:03
416,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_201003.png",2025-09-25 20:10:03
417,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_201003.png",2025-09-25 20:10:03
418,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_201004.png",2025-09-25 20:10:04
419,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_201005.png",2025-09-25 20:10:05
420,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_201005.png",2025-09-25 20:10:05
421,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250925_202523.json",2025-09-25 20:25:24
422,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250925_202526.json",2025-09-25 20:25:26
423,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250925_202526.json",2025-09-25 20:25:26
424,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250925_202526.json",2025-09-25 20:25:26
425,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250925_202526.json",2025-09-25 20:25:26
426,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250925_202526.json",2025-09-25 20:25:26
427,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250925_202526.json",2025-09-25 20:25:26
428,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250925_202526.json",2025-09-25 20:25:26
429,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250925_202526.json",2025-09-25 20:25:26
430,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250925_202526.json",2025-09-25 20:25:26
431,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_20250925_202528.png",2025-09-25 20:25:28
432,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_20250925_202529.png",2025-09-25 20:25:29
433,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_20250925_202529.png",2025-09-25 20:25:29
434,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_20250925_202529.png",2025-09-25 20:25:29
435,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_20250925_202529.png",2025-09-25 20:25:29
436,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_20250925_202529.png",2025-09-25 20:25:30
437,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_20250925_202530.png",2025-09-25 20:25:30
438,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_20250925_202531.png",2025-09-25 20:25:31
439,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_20250925_202532.png",2025-09-25 20:25:32
440,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_20250925_202532.png",2025-09-25 20:25:32
441,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_093643.json",2025-09-26 09:36:43
442,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_093643.json",2025-09-26 09:36:43
443,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_093643.json",2025-09-26 09:36:43
444,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_093643.json",2025-09-26 09:36:43
445,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_093643.json",2025-09-26 09:36:43
446,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_093643.json",2025-09-26 09:36:43
447,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_093643.json",2025-09-26 09:36:43
448,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_093643.json",2025-09-26 09:36:43
449,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_093643.json",2025-09-26 09:36:43
450,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_093644.json",2025-09-26 09:36:44
451,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 09:37:16
452,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 09:37:16
453,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"",2025-09-26 09:37:17
454,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"",2025-09-26 09:37:17
455,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"",2025-09-26 09:37:18
456,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"",2025-09-26 09:37:19
457,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"",2025-09-26 09:37:19
458,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"",2025-09-26 09:37:19
459,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"",2025-09-26 09:37:20
460,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"",2025-09-26 09:37:24
461,testGetSinglePost,FAIL,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_093942.json",2025-09-26 09:39:43
462,testUpdatePost,FAIL,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_093942.json",2025-09-26 09:39:43
463,testCreateComment,FAIL,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_093942.json",2025-09-26 09:39:43
464,testDeletePost,FAIL,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_093942.json",2025-09-26 09:39:43
465,testGetSingleUser,FAIL,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_093942.json",2025-09-26 09:39:43
466,testGetAllUsers,FAIL,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_093942.json",2025-09-26 09:39:43
467,testCreatePost,FAIL,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_093942.json",2025-09-26 09:39:43
468,testPatchPost,FAIL,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_093942.json",2025-09-26 09:39:43
469,testGetCommentsForPost,FAIL,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_093942.json",2025-09-26 09:39:43
470,testGetAllPosts,FAIL,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_093942.json",2025-09-26 09:39:43
471,testPurchaseFlight,FAIL,UI,US107,Purchase Flight,"artifacts/screenshots/testPurchaseFlight_FAILED_20250926_093946.png",2025-09-26 09:39:46
472,testNavigateToHomePage,FAIL,UI,US109,Navigate to Home Page,"artifacts/screenshots/testNavigateToHomePage_FAILED_20250926_093946.png",2025-09-26 09:39:46
473,testSelectFirstFlight,FAIL,UI,US104,Select First Flight from Flights Page,"artifacts/screenshots/testSelectFirstFlight_FAILED_20250926_093946.png",2025-09-26 09:39:46
474,testFlightSelectionPage,FAIL,UI,US110,Verify Flight Selection Page UI Elements,"artifacts/screenshots/testFlightSelectionPage_FAILED_20250926_093946.png",2025-09-26 09:39:46
475,testFlightSearchNavigation,FAIL,UI,US103,Verify Flight Search Navigation from Home Page,"artifacts/screenshots/testFlightSearchNavigation_FAILED_20250926_093946.png",2025-09-26 09:39:46
476,testFillPurchaseForm,FAIL,UI,US106,Fill Purchase Form,"artifacts/screenshots/testFillPurchaseForm_FAILED_20250926_093946.png",2025-09-26 09:39:46
477,testHomePageTitle,FAIL,UI,US101,Verify Home Page Title,"artifacts/screenshots/testHomePageTitle_FAILED_20250926_093946.png",2025-09-26 09:39:46
478,testHomePageContainsDepartureAndDestination,FAIL,UI,US102,Verify Departure and Destination fields exist on Home Page,"artifacts/screenshots/testHomePageContainsDepartureAndDestination_FAILED_20250926_093946.png",2025-09-26 09:39:46
479,testPurchasePageContainsForm,FAIL,UI,US105,Verify Purchase Page Contains Form,"artifacts/screenshots/testPurchasePageContainsForm_FAILED_20250926_093947.png",2025-09-26 09:39:47
480,testConfirmationPage,FAIL,UI,US108,Verify Confirmation Page,"artifacts/screenshots/testConfirmationPage_FAILED_20250926_093947.png",2025-09-26 09:39:47
481,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_095931.json",2025-09-26 09:59:33
482,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"",2025-09-26 09:59:35
483,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 09:59:36
484,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_095936.json",2025-09-26 09:59:36
485,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_095936.json",2025-09-26 09:59:36
486,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_095936.json",2025-09-26 09:59:36
487,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_095936.json",2025-09-26 09:59:36
488,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_095936.json",2025-09-26 09:59:36
489,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"",2025-09-26 09:59:36
490,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"",2025-09-26 09:59:36
491,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 09:59:36
492,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_095936.json",2025-09-26 09:59:36
493,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_095936.json",2025-09-26 09:59:36
494,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_095936.json",2025-09-26 09:59:36
495,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"",2025-09-26 09:59:36
496,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_095936.json",2025-09-26 09:59:36
497,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"",2025-09-26 09:59:37
498,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"",2025-09-26 09:59:38
499,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"",2025-09-26 09:59:39
500,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"",2025-09-26 09:59:39
501,testPatchPost,FAIL,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_100540.json",2025-09-26 10:05:41
502,testGetSinglePost,FAIL,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_100539.json",2025-09-26 10:05:42
503,testCreateComment,FAIL,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_100539.json",2025-09-26 10:05:42
504,testDeletePost,FAIL,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_100539.json",2025-09-26 10:05:42
505,testUpdatePost,FAIL,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_100539.json",2025-09-26 10:05:42
506,testGetAllUsers,FAIL,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_100540.json",2025-09-26 10:05:42
507,testCreatePost,FAIL,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_100540.json",2025-09-26 10:05:42
508,testGetSingleUser,FAIL,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_100540.json",2025-09-26 10:05:42
509,testGetCommentsForPost,FAIL,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_100539.json",2025-09-26 10:05:42
510,testGetAllPosts,FAIL,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_100539.json",2025-09-26 10:05:42
511,testSelectFirstFlight,FAIL,UI,US104,Select First Flight from Flights Page,"",2025-09-26 10:05:44
512,testHomePageContainsDepartureAndDestination,FAIL,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 10:05:45
513,testHomePageTitle,FAIL,UI,US101,Verify Home Page Title,"",2025-09-26 10:05:45
514,testFlightSelectionPage,FAIL,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 10:05:45
515,testPurchaseFlight,FAIL,UI,US107,Purchase Flight,"",2025-09-26 10:05:46
516,testFillPurchaseForm,FAIL,UI,US106,Fill Purchase Form,"",2025-09-26 10:05:46
517,testNavigateToHomePage,FAIL,UI,US109,Navigate to Home Page,"",2025-09-26 10:05:46
518,testConfirmationPage,FAIL,UI,US108,Verify Confirmation Page,"",2025-09-26 10:05:46
519,testFlightSearchNavigation,FAIL,UI,US103,Verify Flight Search Navigation from Home Page,"",2025-09-26 10:05:46
520,testPurchasePageContainsForm,FAIL,UI,US105,Verify Purchase Page Contains Form,"",2025-09-26 10:05:46
521,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_125248.json",2025-09-26 12:52:48
522,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_125248.json",2025-09-26 12:52:48
523,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_125248.json",2025-09-26 12:52:48
524,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_125248.json",2025-09-26 12:52:48
525,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_125248.json",2025-09-26 12:52:48
526,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_125249.json",2025-09-26 12:52:49
527,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_125250.json",2025-09-26 12:52:50
528,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_125252.json",2025-09-26 12:52:52
529,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_125252.json",2025-09-26 12:52:52
530,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_125253.json",2025-09-26 12:52:53
531,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 12:53:16
532,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"",2025-09-26 12:53:16
533,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"",2025-09-26 12:53:16
534,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"",2025-09-26 12:53:17
535,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 12:53:17
536,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"",2025-09-26 12:53:17
537,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"",2025-09-26 12:53:17
538,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"",2025-09-26 12:53:18
539,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"",2025-09-26 12:53:18
540,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"",2025-09-26 12:53:19
541,testGetCommentsForPost,FAIL,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_125918.json",2025-09-26 12:59:19
542,testGetAllUsers,FAIL,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_125918.json",2025-09-26 12:59:19
543,testPatchPost,FAIL,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_125918.json",2025-09-26 12:59:19
544,testDeletePost,FAIL,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_125918.json",2025-09-26 12:59:19
545,testGetSinglePost,FAIL,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_125918.json",2025-09-26 12:59:19
546,testGetSingleUser,FAIL,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_125918.json",2025-09-26 12:59:19
547,testUpdatePost,FAIL,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_125918.json",2025-09-26 12:59:19
548,testGetAllPosts,FAIL,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_125918.json",2025-09-26 12:59:19
549,testCreatePost,FAIL,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_125918.json",2025-09-26 12:59:19
550,testCreateComment,FAIL,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_125918.json",2025-09-26 12:59:19
551,testHomePageTitle,FAIL,UI,US101,Verify Home Page Title,"",2025-09-26 12:59:21
552,testPurchaseFlight,FAIL,UI,US107,Purchase Flight,"",2025-09-26 12:59:21
553,testFillPurchaseForm,FAIL,UI,US106,Fill Purchase Form,"",2025-09-26 12:59:21
554,testFlightSearchNavigation,FAIL,UI,US103,Verify Flight Search Navigation from Home Page,"",2025-09-26 12:59:21
555,testPurchasePageContainsForm,FAIL,UI,US105,Verify Purchase Page Contains Form,"",2025-09-26 12:59:21
556,testSelectFirstFlight,FAIL,UI,US104,Select First Flight from Flights Page,"",2025-09-26 12:59:21
557,testConfirmationPage,FAIL,UI,US108,Verify Confirmation Page,"",2025-09-26 12:59:21
558,testHomePageContainsDepartureAndDestination,FAIL,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 12:59:21
559,testNavigateToHomePage,FAIL,UI,US109,Navigate to Home Page,"",2025-09-26 12:59:21
560,testFlightSelectionPage,FAIL,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 12:59:22
561,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_130058.json",2025-09-26 13:00:58
562,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_130059.json",2025-09-26 13:00:59
563,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_130059.json",2025-09-26 13:00:59
564,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_130059.json",2025-09-26 13:00:59
565,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_130059.json",2025-09-26 13:00:59
566,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_130059.json",2025-09-26 13:00:59
567,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_130059.json",2025-09-26 13:00:59
568,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_130059.json",2025-09-26 13:00:59
569,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_130059.json",2025-09-26 13:00:59
570,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_130059.json",2025-09-26 13:00:59
571,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"",2025-09-26 13:01:00
572,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 13:01:00
573,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 13:01:00
574,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"",2025-09-26 13:01:01
575,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"",2025-09-26 13:01:01
576,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"",2025-09-26 13:01:01
577,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"",2025-09-26 13:01:01
578,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"",2025-09-26 13:01:02
579,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"",2025-09-26 13:01:03
580,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"",2025-09-26 13:01:03
581,testCreatePost,PASS,API,US203,Create a new post,"artifacts/api/testCreatePost_20250926_200429.json",2025-09-26 20:04:29
582,testGetSinglePost,PASS,API,US202,Get single post by ID,"artifacts/api/testGetSinglePost_20250926_200429.json",2025-09-26 20:04:29
583,testUpdatePost,PASS,API,US204,Update an existing post,"artifacts/api/testUpdatePost_20250926_200429.json",2025-09-26 20:04:29
584,testGetCommentsForPost,PASS,API,US209,Get comments for a post,"artifacts/api/testGetCommentsForPost_20250926_200429.json",2025-09-26 20:04:29
585,testPatchPost,PASS,API,US205,Patch an existing post,"artifacts/api/testPatchPost_20250926_200429.json",2025-09-26 20:04:29
586,testCreateComment,PASS,API,US210,Create a comment,"artifacts/api/testCreateComment_20250926_200429.json",2025-09-26 20:04:29
587,testGetSingleUser,PASS,API,US208,Get single user by ID,"artifacts/api/testGetSingleUser_20250926_200429.json",2025-09-26 20:04:29
588,testGetAllUsers,PASS,API,US207,Get all users,"artifacts/api/testGetAllUsers_20250926_200429.json",2025-09-26 20:04:29
589,testDeletePost,PASS,API,US206,Delete a post,"artifacts/api/testDeletePost_20250926_200429.json",2025-09-26 20:04:29
590,testGetAllPosts,PASS,API,US201,Get all posts,"artifacts/api/testGetAllPosts_20250926_200429.json",2025-09-26 20:04:29
591,testConfirmationPage,FAIL,UI,US108,Verify Confirmation Page,"",2025-09-26 20:04:56
592,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"",2025-09-26 20:04:58
593,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"",2025-09-26 20:04:58
594,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 20:05:00
595,testFlightSearchNavigation,PASS,UI,US103,Verify Flight Search Navigation from Home Page,"",2025-09-26 20:05:00
596,testSelectFirstFlight,PASS,UI,US104,Select First Flight from Flights Page,"",2025-09-26 20:05:00
597,testFillPurchaseForm,PASS,UI,US106,Fill Purchase Form,"",2025-09-26 20:05:01
598,testPurchasePageContainsForm,PASS,UI,US105,Verify Purchase Page Contains Form,"",2025-09-26 20:05:01
599,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 20:05:01
600,testPurchaseFlight,PASS,UI,US107,Purchase Flight,"",2025-09-26 20:05:03
601,testFlightSelectionPage,PASS,UI,US110,Verify Flight Selection Page UI Elements,"",2025-09-26 20:13:58
602,testHomePageContainsDepartureAndDestination,PASS,UI,US102,Verify Departure and Destination fields exist on Home Page,"",2025-09-26 20:13:58
603,testNavigateToHomePage,PASS,UI,US109,Navigate to Home Page,"",2025-09-26 20:13:58
604,testConfirmationPage,PASS,UI,US108,Verify Confirmation Page,"",2025-09-26 20:13:58
605,testHomePageTitle,PASS,UI,US101,Verify Home Page Title,"",2025-09-26 20:13:58
